tid,lock_impl_time(ms)
RUN 0
001,   134.361
-----------------------------------------------------------------------------------------------

RUN 1
001,   142.582
-----------------------------------------------------------------------------------------------

RUN 2
001,   144.984
-----------------------------------------------------------------------------------------------

RUN 3
001,    80.403
-----------------------------------------------------------------------------------------------

RUN 4
001,   107.749
-----------------------------------------------------------------------------------------------

