tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,31590.994141,509.961884
001,54987.410156, 67.886299
003,56628.582031, 35.862755
004,48914.253906,175.792511
005,51121.113281,139.215408
006,55593.546875, 53.932667
007,49653.855469,174.148987
008,56311.593750, 47.061710
010,55973.324219, 84.021736
009,55342.558594, 88.541588
012,54559.187500,103.750748
011,55126.312500, 88.422653
013,55700.636719, 85.260139
014,54186.125000,119.939163
015,54841.164062,100.508583
016,55913.164062, 79.679207
-----------------------------------------------------------------------------------------------

RUN 1
002,47379.324219,213.434097
001,55555.617188, 58.809429
003,55805.312500, 43.429813
004,48958.683594,184.939972
005,49930.546875,163.233459
006,53017.570312,105.884094
007,40035.773438,365.280182
008,54259.582031, 82.414742
010,55102.628906,101.772995
009,55318.292969, 91.539192
012,54719.839844,101.872108
011,55407.410156, 92.342583
013,55122.265625,100.087341
014,55552.324219, 86.825089
015,55561.558594, 83.725555
016,54572.660156, 97.904816
-----------------------------------------------------------------------------------------------

