tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,   1670036, 1670036,   15.545065,   30.000000,11281.461914,11187.061523,   69.532509,   79.740891,11065.269531,10965.239258,   1670036,               0,000,000
000,   1669382, 1669382,   15.667317,   30.000000,11282.323242,11186.093750,   69.600037,   79.926582,11069.252930,10964.291016,   1669382,               0,000,001
