tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,    114557,  114557,    1.104122,   30.000000,21875.980469,  621.411377,21214.650391,    5.261679,  652.862732,  610.474854,    114557,               0,000,000
001,    114557,  114557,    1.095767,   30.000000,21877.166016,  620.251587,21219.240234,    4.990637,  649.943176,  610.504211,    114557,               0,000,000
002,    114557,  114557,    1.117811,   30.000000,21889.126953,  608.386475,21243.898438,    4.866966,  637.990173,  598.660278,    114557,               0,000,000
003,    114557,  114557,    1.139275,   30.000000,21862.912109,  634.082336,21180.447266,    6.130268,  674.858887,  622.594666,    114557,               0,000,000
004,    114556,  114556,    1.310754,   30.000000,21852.826172,  643.746887,21143.660156,    6.210737,  701.050476,  631.991333,    114556,               0,000,000
005,    114557,  114557,    1.116610,   30.000000,21876.892578,  620.499390,21211.472656,    5.613801,  659.236084,  609.798950,    114557,               0,000,000
006,    114557,  114557,    1.090880,   30.000000,21852.380859,  645.175903,21151.857422,    5.421015,  694.995911,  634.878479,    114557,               0,000,000
007,    114556,  114556,    1.198883,   30.000000,21879.785156,  617.283447,21212.203125,    5.788159,  660.391418,  606.066284,    114556,               0,000,000
008,    114548,  114548,    1.072914,   30.000000,21735.289062,  762.451782,20946.312500,    5.319142,  778.834717,  748.053772,    114548,               0,000,000
009,    114548,  114548,    1.067362,   30.000000,21776.552734,  721.261292,21033.531250,    4.109800,  737.047119,  712.701782,    114548,               0,000,000
010,    114548,  114548,    1.080767,   30.000000,21778.664062,  719.126343,21035.369141,    4.162477,  737.104858,  710.427185,    114548,               0,000,000
011,    114548,  114548,    1.085063,   30.000000,21773.462891,  722.868530,21029.316406,    4.187341,  739.507446,  714.220703,    114548,               0,000,000
012,    114547,  114547,    1.056724,   30.000000,21776.048828,  719.739502,21035.763672,    4.239956,  735.553040,  711.039978,    114547,               0,000,000
013,    114548,  114548,    1.063939,   30.000000,21777.115234,  718.323303,21036.939453,    4.129670,  734.496582,  709.704407,    114548,               0,000,000
014,    114547,  114547,    1.071848,   30.000000,21766.505859,  731.306030,21012.609375,    4.048612,  748.216064,  722.848633,    114547,               0,000,000
015,    114548,  114548,    1.064119,   30.000000,21773.822266,  724.146545,21028.363281,    4.047815,  739.537415,  715.678955,    114548,               0,000,000
000,    114826,  114826,    1.116161,   30.000000,21871.337891,  625.983398,21197.925781,    5.475471,  664.800476,  614.691895,    114826,               0,000,001
001,    114825,  114825,    1.131907,   30.000000,21866.076172,  630.985229,21178.546875,    5.912660,  679.796265,  619.930420,    114825,               0,000,001
002,    114826,  114826,    1.137286,   30.000000,21882.916016,  614.400330,21224.353516,    5.002041,  650.821899,  604.340881,    114826,               0,000,001
003,    114826,  114826,    1.119183,   30.000000,21861.146484,  636.029419,21180.599609,    5.913013,  673.321777,  625.099976,    114826,               0,000,001
004,    114825,  114825,    1.102537,   30.000000,21890.447266,  607.286560,21252.664062,    4.366251,  632.024048,  598.363464,    114825,               0,000,001
005,    114825,  114825,    1.201217,   30.000000,21867.753906,  628.981628,21171.189453,    6.157084,  689.875061,  617.291809,    114825,               0,000,001
006,    114825,  114825,    1.109616,   30.000000,21852.472656,  644.968506,21145.929688,    5.478862,  700.643433,  634.348145,    114825,               0,000,001
007,    114825,  114825,    1.252858,   30.000000,21884.152344,  613.049377,21227.976562,    5.157001,  649.470703,  602.709656,    114825,               0,000,001
008,    114824,  114824,    1.072297,   30.000000,21737.189453,  760.283997,20943.830078,    5.523316,  783.469666,  745.485291,    114824,               0,000,001
009,    114824,  114824,    1.080757,   30.000000,21777.673828,  718.043701,21032.328125,    4.268167,  740.610474,  709.336731,    114824,               0,000,001
010,    114824,  114824,    1.083823,   30.000000,21779.158203,  716.901672,21031.630859,    4.111929,  741.189209,  708.237183,    114824,               0,000,001
011,    114824,  114824,    1.076281,   30.000000,21775.326172,  720.512024,21026.908203,    4.008354,  743.647217,  712.024414,    114824,               0,000,001
012,    114825,  114825,    1.061746,   30.000000,21775.927734,  719.609619,21029.060547,    4.289428,  741.802734,  710.826965,    114825,               0,000,001
013,    114825,  114825,    1.079163,   30.000000,21776.189453,  718.835449,21029.843750,    4.551007,  740.446533,  709.763123,    114825,               0,000,001
014,    114825,  114825,    1.068907,   30.000000,21773.833984,  724.036743,21020.625000,    4.033812,  747.318726,  715.613892,    114825,               0,000,001
015,    114825,  114825,    1.079561,   30.000000,21777.994141,  720.007812,21031.087891,    4.072069,  742.110657,  711.546387,    114825,               0,000,001
