lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
0000000,0000171,0000031,0001002,0002124,0002645,0002124,0000010,001024,000,000,00001024,01,001,001,016,016,1,0.99,050
0000000,0001039,0000451,0001007,0002976,0003697,0002966,0000044,001024,000,000,00001024,01,001,001,016,016,1,0.99,050
0000000,0000170,0000031,0001002,0002124,0002655,0002134,0000010,001024,000,001,00001024,01,001,001,016,016,1,0.99,050
0000000,0001029,0000411,0001007,0002996,0003717,0002985,0000035,001024,000,001,00001024,01,001,001,016,016,1,0.99,050
0000000,0000171,0000040,0001002,0002124,0002645,0002124,0000010,001024,000,000,00000128,01,001,001,016,016,1,0.99,050
0000000,0001033,0000431,0001006,0002966,0003697,0002965,0000040,001024,000,000,00000128,01,001,001,016,016,1,0.99,050
0000000,0000171,0000041,0001002,0002114,0002645,0002124,0000010,001024,000,001,00000128,01,001,001,016,016,1,0.99,050
0000000,0001035,0000431,0001006,0002946,0003707,0002946,0000041,001024,000,001,00000128,01,001,001,016,016,1,0.99,050
0000000,0001008,0000180,0001002,0001983,0002565,0001984,0000009,001024,000,000,00000008,01,001,001,016,016,1,0.99,050
0000000,0001098,0000531,0001006,0002605,0003477,0002605,0000103,001024,000,000,00000008,01,001,001,016,016,1,0.99,050
0000000,0001008,0000180,0001002,0001983,0002565,0001984,0000009,001024,000,001,00000008,01,001,001,016,016,1,0.99,050
0000000,0001098,0000531,0001006,0002605,0003486,0002605,0000104,001024,000,001,00000008,01,001,001,016,016,1,0.99,050
0000000,0000170,0000030,0001004,0004298,0004859,0004218,0000035,001024,001,000,00001024,01,002,001,016,016,0,0.99,050
0000000,0001020,0000280,0001006,0005761,0006452,0005741,0000069,001024,001,000,00001024,01,002,001,016,016,0,0.99,050
0000000,0000170,0000030,0001004,0004298,0004859,0004218,0000039,001024,001,001,00001024,01,002,001,016,016,0,0.99,050
0000000,0001021,0000280,0001006,0005761,0006452,0005761,0000069,001024,001,001,00001024,01,002,001,016,016,0,0.99,050
0000000,0000170,0000030,0001004,0004298,0004859,0004208,0000040,001024,001,000,00000128,01,002,001,016,016,0,0.99,050
0000000,0001025,0000320,0001006,0005771,0006482,0005761,0000069,001024,001,000,00000128,01,002,001,016,016,0,0.99,050
0000000,0000170,0000030,0001004,0004298,0004859,0004208,0000034,001024,001,001,00000128,01,002,001,016,016,0,0.99,050
0000000,0001026,0000320,0001006,0005761,0006462,0005741,0000069,001024,001,001,00000128,01,002,001,016,016,0,0.99,050
0000000,0000261,0000180,0001004,0004218,0004889,0004137,0000033,001024,001,000,00000008,01,002,001,016,016,0,0.99,050
0000000,0001086,0000501,0001006,0005680,0006532,0005661,0000120,001024,001,000,00000008,01,002,001,016,016,0,0.99,050
0000000,0000251,0000180,0001004,0004218,0004890,0004137,0000039,001024,001,001,00000008,01,002,001,016,016,0,0.99,050
0000000,0001082,0000491,0001006,0005690,0006562,0005670,0000117,001024,001,001,00000008,01,002,001,016,016,0,0.99,050
