tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.000940  0.000408
001,  0.553572  0.000235
001,  0.374158  0.000222
001,  0.348015  0.000220
001,  0.345218  0.000238
001,  0.373160  0.000235
001,  0.383063  0.000247
001,  0.341765  0.000237
001,  0.344727  0.000233
001,  0.340143  0.000223
002,  0.079913  0.000340
002,  0.525502  0.000183
002,  0.368323  0.000182
002,  0.345548  0.000182
002,  0.347202  0.000182
002,  0.385458  0.000195
002,  0.381650  0.000218
002,  0.342057  0.000192
002,  0.344772  0.000192
002,  0.339350  0.000143
003,  0.393487  0.000330
003,  0.445445  0.000140
003,  0.357620  0.000110
003,  0.354773  0.000105
003,  0.363123  0.000105
003,  0.383528  0.000230
003,  0.355330  0.000143
003,  0.348087  0.000117
003,  0.337465  0.000112
003,  0.345648  0.000207
004,  0.330020  0.000345
004,  0.473832  0.000290
004,  0.341665  0.000210
004,  0.338573  0.000220
004,  0.333605  0.000197
004,  0.370790  0.000390
004,  0.363767  0.000253
004,  0.333147  0.000202
004,  0.324448  0.000202
004,  0.331067  0.000155
005,  0.244410  0.000358
005,  0.477943  0.000170
005,  0.352917  0.000132
005,  0.339802  0.000162
005,  0.337492  0.000178
005,  0.370667  0.000178
005,  0.368205  0.000148
005,  0.341550  0.000137
005,  0.343080  0.000138
005,  0.342502  0.000138
006,  0.569907  0.000347
006,  0.373608  0.000113
006,  0.349130  0.000185
006,  0.342582  0.000185
006,  0.371372  0.000187
006,  0.391805  0.000228
006,  0.346827  0.000193
006,  0.347743  0.000132
006,  0.342277  0.000130
006,  0.339945  0.000152
007,  0.157715  0.000317
007,  0.492728  0.000208
007,  0.359042  0.000205
007,  0.327140  0.000188
007,  0.336317  0.000220
007,  0.382552  0.000205
007,  0.363713  0.000238
007,  0.327147  0.000223
007,  0.326800  0.000225
007,  0.326417  0.000163
008,  0.477717  0.000382
008,  0.407428  0.000255
008,  0.343870  0.000232
008,  0.342902  0.000262
008,  0.359922  0.000227
008,  0.386578  0.000278
008,  0.342788  0.000240
008,  0.341748  0.000258
008,  0.331347  0.000233
008,  0.333635  0.000183
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000358  0.000267
001,  0.432665  0.000222
001,  0.366267  0.000217
001,  0.371462  0.000218
001,  0.360525  0.000270
001,  0.353973  0.000227
001,  0.355963  0.000218
001,  0.352118  0.000205
001,  0.354218  0.000228
001,  0.351215  0.000215
002,  0.072413  0.000317
002,  0.420810  0.000217
002,  0.368213  0.000185
002,  0.371587  0.000195
002,  0.363313  0.000238
002,  0.351755  0.000205
002,  0.353810  0.000195
002,  0.350653  0.000193
002,  0.350403  0.000182
002,  0.351348  0.000138
003,  0.327920  0.000273
003,  0.395562  0.000168
003,  0.373450  0.000158
003,  0.365232  0.000213
003,  0.360507  0.000162
003,  0.353555  0.000160
003,  0.354518  0.000165
003,  0.355935  0.000170
003,  0.349958  0.000172
003,  0.352125  0.000107
004,  0.140792  0.000300
004,  0.419967  0.000237
004,  0.350393  0.000217
004,  0.355155  0.000235
004,  0.344385  0.000267
004,  0.334853  0.000243
004,  0.335013  0.000232
004,  0.334753  0.000217
004,  0.328625  0.000223
004,  0.330593  0.000158
005,  0.280022  0.000288
005,  0.401143  0.000148
005,  0.363885  0.000123
005,  0.362452  0.000162
005,  0.359712  0.000127
005,  0.351205  0.000125
005,  0.352142  0.000127
005,  0.353382  0.000128
005,  0.347215  0.000123
005,  0.347113  0.000122
006,  0.389385  0.000293
006,  0.385350  0.000210
006,  0.376338  0.000175
006,  0.367387  0.000202
006,  0.363803  0.000175
006,  0.356552  0.000175
006,  0.358505  0.000178
006,  0.357785  0.000177
006,  0.349823  0.000173
006,  0.351995  0.000143
007,  0.195908  0.000312
007,  0.373067  0.000250
007,  0.335313  0.000237
007,  0.335277  0.000232
007,  0.332117  0.000235
007,  0.324840  0.000235
007,  0.324418  0.000215
007,  0.324658  0.000205
007,  0.317817  0.000275
007,  0.321660  0.000175
008,  0.449227  0.000350
008,  0.367685  0.000288
008,  0.377745  0.000258
008,  0.362870  0.000255
008,  0.361195  0.000292
008,  0.356460  0.000268
008,  0.355305  0.000257
008,  0.358355  0.000252
008,  0.353575  0.000245
008,  0.355238  0.000183
-----------------------------------------------------------------------------------------------

