tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,53323.496094,119.115295
002,53367.066406,120.918953
003,53111.691406,120.219147
004,53475.679688,121.364288
005,53296.375000,123.975792
006,52838.695312,123.682518
007,53119.164062,120.975128
008,53136.953125,125.021118
009,52599.539062,119.712303
010,52816.636719,118.953766
011,52895.808594,119.771690
012,52773.058594,120.200615
013,52673.710938,118.546524
014,52673.417969,122.019188
015,52810.011719,119.122498
016,52737.585938,122.151962
-----------------------------------------------------------------------------------------------

RUN 1
001,53228.921875,118.706650
002,53314.046875,121.399406
003,53014.058594,120.960297
004,53539.433594,120.076660
005,53208.121094,124.833855
006,52876.554688,123.112053
007,53139.773438,120.406677
008,53197.996094,122.502243
009,52553.789062,120.726379
010,52817.433594,118.341629
011,52862.824219,120.092575
012,52723.570312,120.673790
013,52705.894531,118.049644
014,52633.195312,123.249435
015,52838.968750,118.268570
016,52752.339844,121.488487
-----------------------------------------------------------------------------------------------

