lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0006462,0000161,0000030,0001005,0005059,0005691,0005600,0000000,001024,000,000,16384
0020378,0002522,0000411,0001174,0007594,0019506,0008626,0000000,001024,000,000,16384
0006553,0000190,0000030,0001005,0005050,0005691,0005600,0000000,001024,001,000,16384
0020278,0001705,0000441,0001181,0007714,0019417,0008716,0000000,001024,001,000,16384
0011071,0000150,0000120,0001009,0012043,0010701,0014056,0000000,001024,002,000,16384
0023634,0002082,0000541,0001135,0024055,0023243,0026550,0000000,001024,002,000,16384
0006462,0000171,0000030,0001005,0005049,0005691,0005591,0000000,001024,000,001,16384
0020118,0002334,0000421,0001177,0007835,0019276,0008847,0000000,001024,000,001,16384
0006552,0000161,0000030,0001005,0005059,0005681,0005601,0000000,001024,001,001,16384
0020309,0002508,0000441,0001167,0007715,0019437,0008617,0000000,001024,001,001,16384
0010760,0000150,0000050,0001009,0011482,0010390,0013495,0000000,001024,002,001,16384
0023634,0002083,0000531,0001133,0023815,0023243,0026499,0000000,001024,002,001,16384
