tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    115363,  115363,   21.926996
001,    115363,  115363,   31.802834
002,    115367,  115367,   23.403315
003,    115364,  115364,   28.262779
004,    115362,  115362,   29.753820
005,    115363,  115363,   30.924747
006,    115363,  115363,   26.397619
007,    115363,  115363,   21.626980
008,    115363,  115363,   23.995577
009,    115362,  115362,   22.494770
010,    115363,  115363,   28.041027
011,    115363,  115363,   20.590019
012,    115363,  115363,   23.917166
013,    115363,  115363,   21.505272
014,    115361,  115361,   22.317354
015,    115362,  115362,   29.550480
016,    115361,  115361,   27.829983
017,    115362,  115362,   30.572657
018,    115362,  115362,   23.101748
019,    115362,  115362,   25.384092
020,    115361,  115361,   33.147335
021,    115362,  115362,   22.437784
022,    115362,  115362,   28.021816
023,    115362,  115362,   30.345654
024,    115362,  115362,   29.691504
025,    115362,  115362,   32.475567
026,    115361,  115361,   34.373405
027,    115361,  115361,   31.913780
028,    115362,  115362,   27.645109
-------------------------------------------------------------------------------------------------------

RUN 1
000,    117460,  117460,   26.216093
001,    117459,  117459,   26.667744
002,    117457,  117457,   26.032532
003,    117460,  117460,   23.565632
004,    117462,  117462,   27.041407
005,    117463,  117463,   31.146807
006,    117461,  117461,   29.543676
007,    117456,  117456,   26.365557
008,    117471,  117471,   26.085810
009,    117461,  117461,   25.876888
010,    117459,  117459,   31.353046
011,    117461,  117461,   23.447020
012,    117459,  117459,   26.514690
013,    117460,  117460,   24.100105
014,    117463,  117463,   26.223722
015,    117462,  117462,   25.431616
016,    117462,  117462,   21.859085
017,    117463,  117463,   28.167736
018,    117459,  117459,   23.599485
019,    117461,  117461,   31.743013
020,    117460,  117460,   31.890974
021,    117461,  117461,   29.034624
022,    117463,  117463,   26.870770
023,    117459,  117459,   35.129192
024,    117459,  117459,   32.642056
025,    117456,  117456,   36.079414
026,    117462,  117462,   31.181074
027,    117462,  117462,   28.336954
028,    117459,  117459,   27.028736
-------------------------------------------------------------------------------------------------------

RUN 2
000,    116023,  116023,   30.215260
001,    116020,  116020,   24.829567
002,    116020,  116020,   33.097340
003,    116020,  116020,   28.489006
004,    116020,  116020,   23.985901
005,    116019,  116019,   33.211632
006,    116023,  116023,   26.128738
007,    116021,  116021,   29.240007
008,    116023,  116023,   24.682322
009,    116023,  116023,   24.619038
010,    116020,  116020,   23.447172
011,    116022,  116022,   29.512800
012,    116025,  116025,   23.084833
013,    116023,  116023,   25.764050
014,    116019,  116019,   26.144106
015,    116020,  116020,   23.077017
016,    116024,  116024,   24.563826
017,    116023,  116023,   20.677763
018,    116023,  116023,   26.961054
019,    116027,  116027,   26.238810
020,    116017,  116017,   32.672771
021,    116021,  116021,   33.252773
022,    116012,  116012,   24.494942
023,    116024,  116024,   31.939976
024,    116023,  116023,   36.244747
025,    116024,  116024,   33.326546
026,    116019,  116019,   31.620853
027,    116021,  116021,   29.214991
028,    116020,  116020,   25.581057
-------------------------------------------------------------------------------------------------------

RUN 3
000,    118723,  118723,   22.536066
001,    118724,  118724,   28.296793
002,    118724,  118724,   24.870010
003,    118727,  118727,   32.557766
004,    118726,  118726,   27.386629
005,    118727,  118727,   22.889683
006,    118731,  118731,   25.817051
007,    118726,  118726,   33.144932
008,    118724,  118724,   35.352718
009,    118726,  118726,   23.164028
010,    118722,  118722,   29.392107
011,    118723,  118723,   28.296181
012,    118725,  118725,   28.816534
013,    118726,  118726,   25.829180
014,    118713,  118713,   26.739733
015,    118723,  118723,   29.438084
016,    118727,  118727,   23.828754
017,    118723,  118723,   26.046087
018,    118724,  118724,   24.856422
019,    118726,  118726,   27.958639
020,    118727,  118727,   32.990509
021,    118723,  118723,   24.293211
022,    118727,  118727,   32.649288
023,    118725,  118725,   31.548740
024,    118724,  118724,   27.333694
025,    118713,  118713,   35.262939
026,    118725,  118725,   28.066273
027,    118724,  118724,   26.976049
028,    118733,  118733,   27.907745
-------------------------------------------------------------------------------------------------------

RUN 4
000,    116164,  116164,   25.000141
001,    116166,  116166,   29.205923
002,    116166,  116166,   23.909452
003,    116165,  116165,   22.253401
004,    116245,  116245,   25.701784
005,    116166,  116166,   29.149683
006,    116168,  116168,   29.078354
007,    116166,  116166,   26.537237
008,    116170,  116170,   26.979589
009,    116164,  116164,   28.243326
010,    116169,  116169,   29.740141
011,    116168,  116168,   30.786680
012,    116165,  116165,   23.263859
013,    116168,  116168,   30.332413
014,    116166,  116166,   26.208023
015,    116169,  116169,   20.257053
016,    116169,  116169,   28.389629
017,    116167,  116167,   27.673809
018,    116165,  116165,   23.051834
019,    116167,  116167,   31.213074
020,    116169,  116169,   30.861313
021,    116169,  116169,   23.862722
022,    116168,  116168,   33.312099
023,    116165,  116165,   34.476612
024,    116164,  116164,   33.307014
025,    116170,  116170,   27.971453
026,    116166,  116166,   25.688524
027,    116169,  116169,   31.844276
028,    116165,  116165,   28.329447
-------------------------------------------------------------------------------------------------------

