tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00170300,00170300,030,00184481,00000442,00000000,001024,000,000,00000512
001,00169900,00169900,030,00184487,00000442,00000000,001024,000,000,00000512
002,00173331,00173331,030,00190961,00000423,00000000,001024,000,000,00000512
003,00171900,00171900,030,00189216,00000477,00000000,001024,000,000,00000512
004,00169700,00169700,030,00183884,00000457,00000000,001024,000,000,00000512
005,00172594,00172594,030,00189383,00000487,00000000,001024,000,000,00000512
006,00169569,00169569,030,00183652,00000469,00000000,001024,000,000,00000512
007,00172100,00172100,030,00189095,00000459,00000000,001024,000,000,00000512
008,00169300,00169300,030,00185739,00000485,00000000,001024,000,000,00000512
009,00172100,00172100,030,00189217,00000435,00000000,001024,000,000,00000512
010,00171000,00171000,030,00185378,00000461,00000000,001024,000,000,00000512
011,00173388,00173388,030,00190099,00000491,00000000,001024,000,000,00000512
012,00170100,00170100,030,00183807,00000442,00000000,001024,000,000,00000512
013,00172500,00172500,030,00188976,00000501,00000000,001024,000,000,00000512
014,00169814,00169814,030,00183391,00000472,00000000,001024,000,000,00000512
015,00175000,00175000,030,00194047,00000503,00000000,001024,000,000,00000512
016,00172300,00172300,030,00186971,00000459,00000000,001024,000,000,00000512
017,00175700,00175700,030,00193239,00000498,00000000,001024,000,000,00000512
018,00172100,00172100,030,00186470,00000477,00000000,001024,000,000,00000512
019,00175054,00175054,030,00194062,00000487,00000000,001024,000,000,00000512
020,00174677,00174677,030,00189706,00000466,00000000,001024,000,000,00000512
021,00174500,00174500,030,00192030,00000448,00000000,001024,000,000,00000512
022,00171800,00171800,030,00185900,00000462,00000000,001024,000,000,00000512
023,00174891,00174891,030,00192687,00000472,00000000,001024,000,000,00000512
024,00173314,00173314,030,00187804,00000490,00000000,001024,000,000,00000512
025,00175300,00175300,030,00192973,00000442,00000000,001024,000,000,00000512
026,00171818,00171818,030,00186486,00000498,00000000,001024,000,000,00000512
027,00173300,00173300,030,00187630,00000471,00000000,001024,000,000,00000512
028,00174800,00174800,030,00192549,00000427,00000000,001024,000,000,00000512
029,00175700,00175700,030,00193304,00000474,00000000,001024,000,000,00000512
030,00171225,00171225,030,00185598,00000410,00000000,001024,000,000,00000512
031,00175486,00175486,030,00193082,00000440,00000000,001024,000,000,00000512
000,00185600,00185600,030,00192161,00000994,00000000,001024,001,000,00000512
001,00172500,00172500,030,00178480,00000887,00000000,001024,001,000,00000512
002,00186986,00186986,030,00193493,00000937,00000000,001024,001,000,00000512
003,00172200,00172200,030,00177856,00000889,00000000,001024,001,000,00000512
004,00186241,00186241,030,00193425,00000980,00000000,001024,001,000,00000512
005,00172500,00172500,030,00178309,00000889,00000000,001024,001,000,00000512
006,00185200,00185200,030,00191855,00001004,00000000,001024,001,000,00000512
007,00172000,00172000,030,00177913,00000915,00000000,001024,001,000,00000512
008,00186928,00186928,030,00193769,00000952,00000000,001024,001,000,00000512
009,00185300,00185300,030,00191858,00000944,00000000,001024,001,000,00000512
010,00172005,00172005,030,00177865,00000931,00000000,001024,001,000,00000512
011,00172654,00172654,030,00178303,00000885,00000000,001024,001,000,00000512
012,00186551,00186551,030,00193380,00000999,00000000,001024,001,000,00000512
013,00173050,00173050,030,00178641,00000931,00000000,001024,001,000,00000512
014,00185900,00185900,030,00193883,00000994,00000000,001024,001,000,00000512
015,00173300,00173300,030,00179050,00000926,00000000,001024,001,000,00000512
016,00188767,00188767,030,00195428,00000915,00000000,001024,001,000,00000512
017,00174000,00174000,030,00179851,00000882,00000000,001024,001,000,00000512
018,00188924,00188924,030,00196157,00000982,00000000,001024,001,000,00000512
019,00173909,00173909,030,00179711,00000905,00000000,001024,001,000,00000512
020,00188000,00188000,030,00194592,00000946,00000000,001024,001,000,00000512
021,00174976,00174976,030,00181066,00000904,00000000,001024,001,000,00000512
022,00188614,00188614,030,00195543,00000911,00000000,001024,001,000,00000512
023,00173450,00173450,030,00179536,00000856,00000000,001024,001,000,00000512
024,00174300,00174300,030,00180015,00000899,00000000,001024,001,000,00000512
025,00188491,00188491,030,00195426,00000966,00000000,001024,001,000,00000512
026,00187516,00187516,030,00193991,00000985,00000000,001024,001,000,00000512
027,00173247,00173247,030,00179199,00000838,00000000,001024,001,000,00000512
028,00187900,00187900,030,00194362,00000951,00000000,001024,001,000,00000512
029,00188515,00188515,030,00195309,00000963,00000000,001024,001,000,00000512
030,00174400,00174400,030,00180249,00000881,00000000,001024,001,000,00000512
031,00174000,00174000,030,00179779,00000842,00000000,001024,001,000,00000512
000,00206100,00206100,030,00213816,00001115,00000000,001024,002,000,00000512
001,00225584,00225584,030,00233899,00001269,00000000,001024,002,000,00000512
002,00206680,00206680,030,00214530,00001147,00000000,001024,002,000,00000512
003,00224300,00224300,030,00232331,00001195,00000000,001024,002,000,00000512
004,00206602,00206602,030,00214432,00001119,00000000,001024,002,000,00000512
005,00224000,00224000,030,00232086,00001281,00000000,001024,002,000,00000512
006,00206543,00206543,030,00214239,00001121,00000000,001024,002,000,00000512
007,00223600,00223600,030,00231746,00001199,00000000,001024,002,000,00000512
008,00206200,00206200,030,00213451,00001190,00000000,001024,002,000,00000512
009,00225700,00225700,030,00233831,00001242,00000000,001024,002,000,00000512
010,00206200,00206200,030,00213819,00001139,00000000,001024,002,000,00000512
011,00225400,00225400,030,00234994,00001257,00000000,001024,002,000,00000512
012,00207800,00207800,030,00215295,00001198,00000000,001024,002,000,00000512
013,00225500,00225500,030,00233674,00001223,00000000,001024,002,000,00000512
014,00206888,00206888,030,00214492,00001218,00000000,001024,002,000,00000512
015,00226561,00226561,030,00234817,00001329,00000000,001024,002,000,00000512
016,00207000,00207000,030,00214886,00001137,00000000,001024,002,000,00000512
017,00227600,00227600,030,00235771,00001260,00000000,001024,002,000,00000512
018,00206838,00206838,030,00214338,00001128,00000000,001024,002,000,00000512
019,00226600,00226600,030,00234646,00001258,00000000,001024,002,000,00000512
020,00206847,00206847,030,00214304,00001157,00000000,001024,002,000,00000512
021,00227032,00227032,030,00235044,00001272,00000000,001024,002,000,00000512
022,00206600,00206600,030,00214225,00001195,00000000,001024,002,000,00000512
023,00225511,00225511,030,00233500,00001280,00000000,001024,002,000,00000512
024,00206000,00206000,030,00213740,00001143,00000000,001024,002,000,00000512
025,00227894,00227894,030,00236466,00001307,00000000,001024,002,000,00000512
026,00206134,00206134,030,00213959,00001120,00000000,001024,002,000,00000512
027,00206986,00206986,030,00215643,00001140,00000000,001024,002,000,00000512
