tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   3612356, 3612356,  126.921150,      30.000,58971.738281,  778.399963,               0
001,   3612070, 3612070,  127.343933,      30.000,58977.199219,  771.901428,               0
002,   3612134, 3612134,  126.825264,      30.000,58958.316406,  791.612732,               0
003,   3613042, 3613042,  126.940521,      30.000,58980.093750,  769.968933,               0
004,   3612501, 3612501,  126.833237,      30.000,58988.917969,  761.078735,               0
005,   3613091, 3613091,  126.834442,      30.000,59016.589844,  733.338623,               0
006,   3612395, 3612395,  126.885597,      30.000,58983.867188,  766.132507,               0
007,   3602872, 3602872,  126.404137,      30.000,59020.527344,  730.307007,               0
008,   3612608, 3612608,  126.891357,      30.000,58987.417969,  762.536743,               0
009,   3602637, 3602637,  126.490677,      30.000,59020.234375,  730.621643,               0
010,   3612762, 3612762,  126.792198,      30.000,58995.867188,  754.093140,               0
011,   3612554, 3612554,  126.787521,      30.000,59019.058594,  731.111572,               0
012,   3612519, 3612519,  126.765549,      30.000,58995.207031,  754.733154,               0
013,   3612373, 3612373,  126.864250,      30.000,59012.886719,  737.044128,               0
014,   3612208, 3612208,  126.950989,      30.000,59001.820312,  747.924866,               0
015,   3612675, 3612675,  127.173904,      30.000,59014.000000,  735.130432,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   3613146, 3613146,  126.967117,      30.000,58967.109375,  778.000793,               0
001,   3613538, 3613538,  127.348907,      30.000,58971.464844,  772.702209,               0
002,   3613400, 3613400,  126.827225,      30.000,58953.589844,  791.754028,               0
003,   3613598, 3613598,  126.965851,      30.000,58975.183594,  769.930054,               0
004,   3613686, 3613686,  126.924583,      30.000,58983.527344,  761.521790,               0
005,   3613681, 3613681,  127.210732,      30.000,59011.531250,  733.584778,               0
006,   3613333, 3613333,  126.878029,      30.000,58979.226562,  766.221008,               0
007,   3603770, 3603770,  126.519363,      30.000,59015.761719,  730.330933,               0
008,   3613405, 3613405,  127.011093,      30.000,58982.285156,  762.669373,               0
009,   3603538, 3603538,  126.490440,      30.000,59015.585938,  730.478394,               0
010,   3613923, 3613923,  126.874641,      30.000,58991.179688,  754.113953,               0
011,   3613151, 3613151,  126.774010,      30.000,59013.992188,  731.393860,               0
012,   3613187, 3613187,  126.777870,      30.000,58990.324219,  754.930481,               0
013,   3613594, 3613594,  126.877731,      30.000,59008.062500,  737.264954,               0
014,   3613629, 3613629,  126.850510,      30.000,58997.078125,  748.160217,               0
015,   3613516, 3613516,  127.812614,      30.000,59008.566406,  735.408813,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   3613894, 3613894,  126.990517,      30.000,58968.617188,  776.413147,               0
001,   3613997, 3613997,  127.423424,      30.000,58973.859375,  770.149353,               0
002,   3614023, 3614023,  126.821655,      30.000,58954.253906,  791.025757,               0
003,   3614424, 3614424,  126.821709,      30.000,58976.480469,  768.928894,               0
004,   3614300, 3614300,  127.032776,      30.000,58983.457031,  761.457031,               0
005,   3614374, 3614374,  126.986641,      30.000,59012.046875,  733.153687,               0
006,   3614362, 3614362,  127.012642,      30.000,58979.253906,  766.003174,               0
007,   3604507, 3604507,  126.497375,      30.000,59015.992188,  730.077148,               0
008,   3613962, 3613962,  126.950508,      30.000,58982.425781,  762.582031,               0
009,   3604587, 3604587,  126.536522,      30.000,59015.003906,  730.794434,               0
010,   3614509, 3614509,  126.902466,      30.000,58990.941406,  754.114563,               0
011,   3614278, 3614278,  126.790054,      30.000,59014.000000,  731.291992,               0
012,   3614445, 3614445,  126.868530,      30.000,58990.187500,  754.902832,               0
013,   3614062, 3614062,  126.801613,      30.000,59008.082031,  737.282410,               0
014,   3613904, 3613904,  126.889465,      30.000,58996.812500,  748.423828,               0
015,   3614244, 3614244,  127.307068,      30.000,59008.949219,  735.426758,               0
-------------------------------------------------------------------------------------------------------

RUN 3
