tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00176600,00176600,030,00193848,00000526,00000000,001024,000,000,00000512
001,00176800,00176800,030,00194242,00000545,00000000,001024,000,000,00000512
002,00179349,00179349,030,00194034,00000553,00000000,001024,000,000,00000512
003,00179669,00179669,030,00194752,00000540,00000000,001024,000,000,00000512
004,00176700,00176700,030,00191261,00000530,00000000,001024,000,000,00000512
005,00176230,00176230,030,00194724,00000514,00000000,001024,000,000,00000512
006,00178500,00178500,030,00193862,00000498,00000000,001024,000,000,00000512
007,00177800,00177800,030,00193258,00000556,00000000,001024,000,000,00000512
008,00175947,00175947,030,00193224,00000507,00000000,001024,000,000,00000512
009,00180000,00180000,030,00195367,00000501,00000000,001024,000,000,00000512
010,00178500,00178500,030,00193267,00000516,00000000,001024,000,000,00000512
011,00175100,00175100,030,00191848,00000531,00000000,001024,000,000,00000512
012,00175600,00175600,030,00193166,00000527,00000000,001024,000,000,00000512
013,00179224,00179224,030,00193845,00000512,00000000,001024,000,000,00000512
014,00176863,00176863,030,00194228,00000532,00000000,001024,000,000,00000512
015,00178600,00178600,030,00193367,00000521,00000000,001024,000,000,00000512
016,00178800,00178800,030,00193974,00000490,00000000,001024,000,000,00000512
017,00175900,00175900,030,00192300,00000524,00000000,001024,000,000,00000512
018,00175000,00175000,030,00192462,00000510,00000000,001024,000,000,00000512
019,00174315,00174315,030,00191594,00000487,00000000,001024,000,000,00000512
020,00178600,00178600,030,00193718,00000530,00000000,001024,000,000,00000512
021,00175200,00175200,030,00192924,00000491,00000000,001024,000,000,00000512
022,00175100,00175100,030,00192048,00000502,00000000,001024,000,000,00000512
023,00178032,00178032,030,00193121,00000538,00000000,001024,000,000,00000512
024,00179400,00179400,030,00194323,00000492,00000000,001024,000,000,00000512
025,00174800,00174800,030,00191989,00000505,00000000,001024,000,000,00000512
026,00178800,00178800,030,00193528,00000510,00000000,001024,000,000,00000512
027,00175600,00175600,030,00192740,00000479,00000000,001024,000,000,00000512
028,00176200,00176200,030,00196103,00000483,00000000,001024,000,000,00000512
029,00177700,00177700,030,00192134,00000499,00000000,001024,000,000,00000512
