tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00102844,010,00168331,00000000,00000000,001024,000,000,00000016,00051950,02,0000000010321085,00000000
001,00000000,00104526,010,00188231,00000000,00000000,001024,000,000,00000016,00052789,02,0000000011424203,00000000
002,00000000,00102074,010,00166666,00000000,00000000,001024,000,000,00000016,00051079,02,0000000009592272,00000000
003,00000000,00103438,010,00187723,00000000,00000000,001024,000,000,00000016,00052316,02,0000000011638303,00000000
004,00000000,00102636,010,00168891,00000000,00000000,001024,000,000,00000016,00052068,02,0000000012591412,00000000
005,00000000,00106412,010,00191431,00000000,00000000,001024,000,000,00000016,00053518,02,0000000011629086,00000000
006,00000000,00101197,010,00168083,00000000,00000000,001024,000,000,00000016,00051140,02,0000000012406558,00000000
007,00000000,00104858,010,00186400,00000000,00000000,001024,000,000,00000016,00052605,02,0000000010688905,00000000
008,00000000,00101355,010,00166989,00000000,00000000,001024,000,000,00000016,00050728,02,0000000012111247,00000000
009,00000000,00102384,010,00185502,00000000,00000000,001024,000,000,00000016,00051606,02,0000000012393750,00000000
010,00000000,00101563,010,00167702,00000000,00000000,001024,000,000,00000016,00051323,02,0000000011569002,00000000
011,00000000,00104675,010,00190611,00000000,00000000,001024,000,000,00000016,00052711,02,0000000011797696,00000000
012,00000000,00101411,010,00165904,00000000,00000000,001024,000,000,00000016,00051240,02,0000000012551645,00000000
013,00000000,00106644,010,00188344,00000000,00000000,001024,000,000,00000016,00053811,02,0000000011358205,00000000
014,00000000,00101869,010,00168690,00000000,00000000,001024,000,000,00000016,00051249,02,0000000012640310,00000000
015,00000000,00102118,010,00185597,00000000,00000000,001024,000,000,00000016,00051286,02,0000000011664571,00000000
016,00000000,00103567,010,00168316,00000000,00000000,001024,000,000,00000016,00052143,02,0000000013400343,00000000
017,00000000,00106115,010,00190006,00000000,00000000,001024,000,000,00000016,00053411,02,0000000013245022,00000000
018,00000000,00101488,010,00168183,00000000,00000000,001024,000,000,00000016,00051086,02,0000000013111310,00000000
019,00000000,00105004,010,00189923,00000000,00000000,001024,000,000,00000016,00053059,02,0000000011787117,00000000
020,00000000,00104735,010,00171481,00000000,00000000,001024,000,000,00000016,00052512,02,0000000013509719,00000000
021,00000000,00107106,010,00191903,00000000,00000000,001024,000,000,00000016,00053809,02,0000000011053570,00000000
022,00000000,00103626,010,00170704,00000000,00000000,001024,000,000,00000016,00051895,02,0000000013081951,00000000
023,00000000,00105306,010,00188842,00000000,00000000,001024,000,000,00000016,00053183,02,0000000011819728,00000000
024,00000000,00103027,010,00167829,00000000,00000000,001024,000,000,00000016,00051745,02,0000000013658320,00000000
025,00000000,00106308,010,00189533,00000000,00000000,001024,000,000,00000016,00053690,02,0000000014112332,00000000
026,00000000,00103099,010,00170125,00000000,00000000,001024,000,000,00000016,00051735,02,0000000013374312,00000000
027,00000000,00108300,010,00194546,00000000,00000000,001024,000,000,00000016,00054685,02,0000000010069125,00000000
028,00000000,00100390,010,00165195,00000000,00000000,001024,000,000,00000016,00050724,02,0000000012840423,00000000
029,00000000,00104730,010,00188398,00000000,00000000,001024,000,000,00000016,00052573,02,0000000010202991,00000000
030,00000000,00102551,010,00168833,00000000,00000000,001024,000,000,00000016,00051696,02,0000000013499029,00000000
031,00000000,00103329,010,00185954,00000000,00000000,001024,000,000,00000016,00052012,02,0000000009917672,00000000
000,00000000,00167520,010,00263312,00000000,00000000,001024,001,000,00000016,00084399,02,0000000010121077,00000000
001,00000000,00175113,010,00295256,00000000,00000000,001024,001,000,00000016,00088563,02,0000000013626016,00000000
002,00000000,00170701,010,00264976,00000000,00000000,001024,001,000,00000016,00085985,02,0000000010930818,00000000
003,00000000,00170156,010,00262656,00000000,00000000,001024,001,000,00000016,00085416,02,0000000014056670,00000000
004,00000000,00176421,010,00291695,00000000,00000000,001024,001,000,00000016,00088842,02,0000000016851251,00000000
005,00000000,00175241,010,00291553,00000000,00000000,001024,001,000,00000016,00088082,02,0000000015001797,00000000
006,00000000,00169314,010,00264384,00000000,00000000,001024,001,000,00000016,00085526,02,0000000013466115,00000000
007,00000000,00174432,010,00289119,00000000,00000000,001024,001,000,00000016,00087784,02,0000000016570125,00000000
008,00000000,00169891,010,00264623,00000000,00000000,001024,001,000,00000016,00085546,02,0000000015922906,00000000
009,00000000,00170256,010,00286084,00000000,00000000,001024,001,000,00000016,00085587,02,0000000017251925,00000000
010,00000000,00167052,010,00262904,00000000,00000000,001024,001,000,00000016,00083861,02,0000000014638315,00000000
011,00000000,00175544,010,00292289,00000000,00000000,001024,001,000,00000016,00088268,02,0000000017868120,00000000
012,00000000,00168629,010,00264211,00000000,00000000,001024,001,000,00000016,00084635,02,0000000014976648,00000000
013,00000000,00173892,010,00289477,00000000,00000000,001024,001,000,00000016,00087748,02,0000000017563170,00000000
014,00000000,00169739,010,00262870,00000000,00000000,001024,001,000,00000016,00085406,02,0000000014909344,00000000
015,00000000,00173692,010,00290768,00000000,00000000,001024,001,000,00000016,00087499,02,0000000016507154,00000000
016,00000000,00170897,010,00264014,00000000,00000000,001024,001,000,00000016,00085765,02,0000000018303226,00000000
017,00000000,00173045,010,00292400,00000000,00000000,001024,001,000,00000016,00087176,02,0000000019224256,00000000
018,00000000,00169587,010,00264008,00000000,00000000,001024,001,000,00000016,00085433,02,0000000013558363,00000000
019,00000000,00176097,010,00291282,00000000,00000000,001024,001,000,00000016,00088693,02,0000000019777373,00000000
020,00000000,00167371,010,00260448,00000000,00000000,001024,001,000,00000016,00084216,02,0000000015686653,00000000
021,00000000,00177874,010,00292721,00000000,00000000,001024,001,000,00000016,00089241,02,0000000016392208,00000000
022,00000000,00169516,010,00263462,00000000,00000000,001024,001,000,00000016,00085497,02,0000000015323901,00000000
023,00000000,00174088,010,00290463,00000000,00000000,001024,001,000,00000016,00087380,02,0000000016420399,00000000
