tid,lock_impl_time(ms)
RUN 0
002, 19195.271
001, 19227.268
003, 19321.535
004, 19399.531
005, 19345.562
006, 19629.182
007, 19075.447
008, 19345.373
009, 19334.084
010, 19376.291
011, 19534.160
012, 19465.699
013, 19213.037
015, 19367.752
014, 19311.383
017, 19339.322
016, 19180.818
018, 19461.086
019, 19417.961
020, 19303.922
021, 19451.475
022, 19315.264
023, 19478.371
024, 19328.791
025, 19367.725
026, 19272.289
027, 19220.428
028, 19352.439
029, 19416.037
-----------------------------------------------------------------------------------------------

RUN 1
002, 19369.670
001, 19401.211
003, 19139.416
004, 19310.059
005, 19462.590
006, 19585.467
007, 19294.199
008, 19618.035
009, 19401.721
010, 19268.961
011, 19200.295
012, 19152.160
013, 19449.221
015, 19354.881
014, 19148.752
017, 19191.676
016, 19411.297
018, 19441.342
019, 19352.557
020, 19370.109
021, 19369.373
022, 19410.980
023, 19421.301
024, 19462.713
025, 19326.572
026, 19523.455
027, 19097.494
028, 19330.779
029, 19273.965
-----------------------------------------------------------------------------------------------

RUN 2
002, 19147.080
001, 19441.152
003, 19330.600
004, 19281.393
005, 19271.230
006, 19561.730
007, 19336.561
008, 19339.238
009, 19346.729
010, 19419.971
011, 19415.191
012, 19199.363
013, 19551.818
015, 19155.545
014, 19302.877
017, 19341.832
016, 19408.566
018, 19306.066
019, 19250.176
020, 19414.053
021, 19328.510
022, 19340.859
023, 19044.014
024, 19483.809
025, 19293.473
026, 19444.129
027, 19236.814
028, 19516.811
029, 19294.020
-----------------------------------------------------------------------------------------------

RUN 3
002, 19460.582
001, 19462.779
003, 19358.342
004, 19477.451
005, 19256.275
006, 19736.377
007, 19299.658
008, 19341.775
009, 19306.250
010, 19477.924
011, 19327.469
012, 19294.104
013, 19118.988
015, 19267.523
014, 19364.369
017, 19522.885
016, 19219.107
018, 19468.449
019, 19301.035
020, 19261.521
021, 19589.967
022, 19297.467
023, 19238.422
024, 19270.346
025, 19361.014
026, 19710.775
027, 19352.820
028, 19345.666
029, 19295.854
-----------------------------------------------------------------------------------------------

RUN 4
002, 19488.092
001, 19191.078
003, 19306.832
004, 19244.984
005, 19391.373
006, 19469.146
007, 19136.006
008, 19403.773
009, 19310.273
010, 19391.467
011, 19349.695
012, 19481.668
013, 19362.445
015, 19329.334
014, 19477.795
017, 19445.055
016, 19338.482
018, 19391.209
019, 19351.902
020, 19368.990
021, 19292.508
022, 19576.191
023, 19172.186
024, 19165.383
025, 19198.885
026, 19352.072
027, 19216.930
028, 19453.301
029, 19406.756
-----------------------------------------------------------------------------------------------

