tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.244640,  0.000335
002,  0.205717,  0.000140
002,  0.113303,  0.000172
002,  0.123177,  0.000135
002,  0.151148,  0.000112
002,  0.099262,  0.000128
002,  0.162397,  0.000125
002,  0.090627,  0.000125
002,  0.194535,  0.000183
002,  0.199515,  0.000125
001,  0.000970,  0.000362
001,  0.000345,  0.000172
001,  0.000205,  0.000175
001,  0.000208,  0.000178
001,  0.000235,  0.000187
001,  0.000213,  0.000177
001,  0.000247,  0.000212
001,  0.000233,  0.000165
001,  0.000410,  0.000183
001,  0.000433,  0.000187
003, 12.552860,  0.000548
003,  0.000688,  0.000283
003,  0.215980,  0.000390
003,  0.172722,  0.000200
003,  0.103815,  0.000200
003,  0.196815,  0.000205
003,  0.053142,  0.000180
003,  0.191037,  0.000297
003,  0.000688,  0.000225
003,  0.134678,  0.000178
004, 12.308065,  0.000360
004,  0.082170,  0.000138
004,  0.000482,  0.000233
004,  0.071732,  0.000173
004,  0.000455,  0.000212
004,  0.000317,  0.000175
004,  0.000312,  0.000218
004,  0.000247,  0.000157
004,  0.078135,  0.000223
004,  0.000277,  0.000193
005, 12.464931,  0.000362
005,  0.271673,  0.000307
005,  0.162233,  0.000218
005,  0.236272,  0.000308
005,  0.209243,  0.000210
005,  0.144893,  0.000220
005,  0.215868,  0.000257
005,  0.137532,  0.000173
005,  0.255625,  0.000198
005,  0.263392,  0.000203
006, 12.390965,  0.000418
006,  0.149215,  0.000213
006,  0.059800,  0.000180
006,  0.000508,  0.000278
006,  0.052558,  0.000218
006,  0.052248,  0.000187
006,  0.115585,  0.000188
006,  0.052442,  0.000213
006,  0.137360,  0.000195
006,  0.071230,  0.000163
007,  0.161280,  0.000317
007,  0.069810,  0.000162
007,  0.054925,  0.000130
007,  0.051082,  0.000145
007,  0.054605,  0.000133
007,  0.051723,  0.000132
007,  0.055980,  0.000132
007,  0.048620,  0.000125
007,  0.063812,  0.000140
007,  0.061063,  0.000130
008,  0.082585,  0.000342
008,  0.132433,  0.000258
008,  0.114663,  0.000203
008,  0.112160,  0.000218
008,  0.112338,  0.000180
008,  0.109155,  0.000178
008,  0.113753,  0.000175
008,  0.107532,  0.000180
008,  0.123188,  0.000183
008,  0.126207,  0.000167
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.000605,  0.000280
002,  0.133112,  0.000135
002,  0.173507,  0.000117
002,  0.120148,  0.000150
002,  0.124935,  0.000125
002,  0.306057,  0.000128
002,  0.129195,  0.000130
002,  0.127582,  0.000133
002,  0.127395,  0.000128
002,  0.111970,  0.000168
001,  0.378802,  0.000157
001,  0.195968,  0.000182
001,  0.408487,  0.000248
001,  0.181722,  0.000165
001,  0.338677,  0.000128
001,  0.128442,  0.000138
001,  0.350805,  0.000140
001,  0.179808,  0.000153
001,  0.410373,  0.000200
001,  0.173657,  0.000155
003,  0.257440,  0.000240
003,  0.354140,  0.000195
003,  0.283738,  0.000143
003,  0.285775,  0.000148
003,  0.228508,  0.000278
003,  0.183342,  0.000135
003,  0.289170,  0.000140
003,  0.286590,  0.000132
003,  0.288792,  0.000165
003,  0.238400,  0.000132
004,  0.436180,  0.000347
004,  0.252960,  0.000180
004,  0.349860,  0.000168
004,  0.405788,  0.000207
004,  0.392823,  0.000173
004,  0.362683,  0.000240
004,  0.401863,  0.000200
004,  0.347135,  0.000148
004,  0.353053,  0.000160
004,  0.378170,  0.000178
005,  0.321207,  0.000238
005,  0.299625,  0.000205
005,  0.227153,  0.000203
005,  0.231927,  0.000173
005,  0.291493,  0.000153
005,  0.240575,  0.000153
005,  0.234950,  0.000177
005,  0.232872,  0.000185
005,  0.234162,  0.000185
005,  0.311687,  0.000190
006,  0.205597,  0.000278
006,  0.393125,  0.000340
006,  0.123023,  0.000218
006,  0.347590,  0.000182
006,  0.178073,  0.000172
006,  0.426428,  0.000260
006,  0.185603,  0.000200
006,  0.405585,  0.000237
006,  0.185077,  0.000175
006,  0.440315,  0.000238
007,  0.086432,  0.000255
007,  0.000380,  0.000240
007,  0.000265,  0.000168
007,  0.000388,  0.000207
007,  0.000195,  0.000168
007,  0.000200,  0.000178
007,  0.000212,  0.000178
007,  0.000195,  0.000173
007,  0.000375,  0.000172
007,  0.064905,  0.000167
008,  0.150352,  0.000323
008,  0.086233,  0.000250
008,  0.079963,  0.000240
008,  0.077405,  0.000143
008,  0.080023,  0.000170
008,  0.093245,  0.000208
008,  0.080217,  0.000218
008,  0.082745,  0.000138
008,  0.083130,  0.000177
008,  0.000363,  0.000208
-----------------------------------------------------------------------------------------------

