tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00027861,00027861,010,00101134,00024181,00024181,001024,000,000,00000001,00027861,02,0000000911405759
001,00027872,00027872,010,00103414,00023948,00023948,001024,000,000,00000001,00027872,02,0000000900930485
002,00027922,00027922,010,00107246,00023862,00023862,001024,000,000,00000001,00027922,02,0000000939699731
003,00027884,00027884,010,00113578,00023577,00023577,001024,000,000,00000001,00027884,02,0000000991743906
004,00027951,00027951,010,00104636,00024012,00024012,001024,000,000,00000001,00027951,02,0000000932615061
005,00027909,00027909,010,00109529,00023849,00023849,001024,000,000,00000001,00027909,02,0000000939195263
006,00027926,00027926,010,00122277,00023369,00023369,001024,000,000,00000001,00027926,02,0000001004559036
007,00027891,00027891,010,00091478,00024525,00024525,001024,000,000,00000001,00027891,02,0000000836475747
008,00027922,00027922,010,00099913,00024034,00024034,001024,000,000,00000001,00027922,02,0000000874373150
009,00027922,00027922,010,00111110,00023908,00023908,001024,000,000,00000001,00027922,02,0000000938432467
010,00027900,00027900,010,00095301,00024289,00024289,001024,000,000,00000001,00027900,02,0000000848088152
011,00027998,00027998,010,00083233,00024867,00024867,001024,000,000,00000001,00027998,02,0000000781225522
012,00027921,00027921,010,00098872,00024224,00024224,001024,000,000,00000001,00027921,02,0000000838645390
013,00027937,00027937,010,00123977,00023282,00023282,001024,000,000,00000001,00027937,02,0000000983442328
014,00027940,00027940,010,00101582,00024183,00024183,001024,000,000,00000001,00027940,02,0000000871800032
015,00027944,00027944,010,00062178,00024949,00024949,001024,000,000,00000001,00027944,02,0000000670005096
016,00027899,00027899,010,00061829,00025024,00025024,001024,000,000,00000001,00027899,02,0000000694270673
017,00027884,00027884,010,00061011,00025029,00025029,001024,000,000,00000001,00027884,02,0000000703692316
018,00027927,00027927,010,00062817,00024937,00024937,001024,000,000,00000001,00027927,02,0000000700114042
019,00027953,00027953,010,00068535,00024557,00024557,001024,000,000,00000001,00027953,02,0000000713240737
020,00027986,00027986,010,00056166,00025264,00025264,001024,000,000,00000001,00027986,02,0000000674554048
021,00027907,00027907,010,00056898,00025056,00025056,001024,000,000,00000001,00027907,02,0000000645333252
022,00027906,00027906,010,00062675,00024888,00024888,001024,000,000,00000001,00027906,02,0000000708457773
023,00027906,00027906,010,00070658,00024645,00024645,001024,000,000,00000001,00027906,02,0000000704562176
024,00027900,00027900,010,00068292,00024801,00024801,001024,000,000,00000001,00027900,02,0000000712232236
025,00027917,00027917,010,00060799,00025004,00025004,001024,000,000,00000001,00027917,02,0000000594137464
026,00027905,00027905,010,00060523,00025062,00025062,001024,000,000,00000001,00027905,02,0000000658784313
027,00027996,00027996,010,00065269,00024738,00024738,001024,000,000,00000001,00027996,02,0000000618526706
028,00027994,00027994,010,00064353,00024802,00024802,001024,000,000,00000001,00027994,02,0000000654132146
029,00027922,00027922,010,00073516,00024486,00024486,001024,000,000,00000001,00027922,02,0000000738245622
030,00027995,00027995,010,00067079,00024689,00024689,001024,000,000,00000001,00027995,02,0000000710629394
031,00027820,00027820,010,00111925,00023635,00023635,001024,000,000,00000001,00027820,02,0000000107496337
000,00015903,00015903,010,00059168,00013816,00013816,001024,001,000,00000001,00015903,02,0000000886522039
001,00015909,00015909,010,00046335,00014289,00014289,001024,001,000,00000001,00015909,02,0000000723101399
002,00015900,00015900,010,00045191,00014391,00014391,001024,001,000,00000001,00015900,02,0000000724367857
