tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,53135.164062,  6.273282
001,52442.921875,  7.936969
003,52953.968750,  6.071835
004,52714.261719,  7.197186
005,52826.972656,  8.720749
006,53347.625000,  7.154119
007,53178.089844,  7.537184
008,52930.800781,  6.639318
009,52879.175781, 11.440311
010,52989.367188,  4.947885
012,52903.644531,  4.697742
011,52746.429688,  4.655262
013,52921.714844,  4.980495
014,52860.394531,  5.027958
015,52755.214844,  5.108857
016,53048.652344,  4.906039
-----------------------------------------------------------------------------------------------

RUN 1
002,52980.011719,  6.373636
001,52456.191406,  7.687758
003,53086.414062,  6.240525
004,52725.500000,  7.022826
005,52767.343750,  8.861766
006,53277.277344,  6.996208
007,52731.148438,  7.908113
008,53092.902344,  6.375267
009,52839.109375, 11.720634
010,52960.257812,  4.985954
012,52901.015625,  4.622216
011,52867.933594,  4.982683
013,52914.558594,  4.795473
014,52926.996094,  5.071333
015,52857.484375,  5.164497
016,53046.367188,  4.985829
-----------------------------------------------------------------------------------------------

