tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,    528003,  528003,   17.765261,      30.000,58766.164062, 1210.654907,               0
001,   1043596, 1043596,   35.721985,      30.000,57527.226562, 2413.225342,               0
002,    759172,  759172,   24.864531,      30.000,58423.242188, 1538.646851,               0
003,    552244,  552244,   18.395042,      30.000,58765.523438, 1209.439941,               0
004,    891746,  891746,   29.715071,      30.000,58073.933594, 1879.066284,               0
005,    644376,  644376,   22.110756,      30.000,58444.765625, 1523.230713,               0
006,    655340,  655340,   21.426216,      30.000,58640.218750, 1329.232422,               0
007,    800164,  800164,   26.917191,      30.000,58066.199219, 1890.920776,               0
008,    529715,  529715,   17.880373,      30.000,58799.699219, 1176.938110,               0
009,   1050142, 1050142,   35.189121,      30.000,57633.156250, 2306.119873,               0
010,    758067,  758067,   24.974739,      30.000,58417.136719, 1545.400269,               0
011,    549446,  549446,   18.649403,      30.000,58706.535156, 1267.678345,               0
012,    894327,  894327,   29.677460,      30.000,58109.800781, 1843.159058,               0
013,    646378,  646378,   22.173616,      30.000,58479.437500, 1488.688477,               0
014,    657620,  657620,   21.628153,      30.000,58671.269531, 1297.998657,               0
015,    809094,  809094,   27.553274,      30.000,58235.222656, 1721.886597,               0
016,    309331,  309331,   10.435356,      30.000,59271.250000,  719.388367,               0
017,    310331,  310331,   10.500651,      30.000,59289.449219,  701.776672,               0
018,    250367,  250367,    8.472724,      30.000,59467.488281,  527.717957,               0
019,    248312,  248312,    8.393047,      30.000,59421.171875,  574.051880,               0
020,    169385,  169385,    5.650600,      30.000,59654.183594,  346.772858,               0
021,    167187,  167187,    5.396550,      30.000,59624.945312,  376.401428,               0
022,    225261,  225261,    7.674273,      30.000,59468.996094,  527.568420,               0
023,    225855,  225855,    7.755010,      30.000,59477.769531,  518.852478,               0
024,    231654,  231654,    7.390810,      30.000,59447.816406,  549.119263,               0
025,    236129,  236129,    7.922204,      30.000,59516.750000,  479.715576,               0
026,    308691,  308691,   10.486963,      30.000,59263.308594,  727.576233,               0
027,    310870,  310870,   10.323783,      30.000,59303.429688,  687.991028,               0
028,    286362,  286362,    9.483517,      30.000,59380.625000,  612.413635,               0
029,    286967,  286967,    9.492650,      30.000,59385.406250,  607.808960,               0
030,    323358,  323358,   10.977767,      30.000,59275.945312,  713.748291,               0
031,    322021,  322021,   10.938145,      30.000,59245.035156,  745.038635,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,    701470,  701470,   23.688660,      30.000,58365.582031, 1586.911743,               0
