lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000141,0000031,0001010,0011272,0010349,0011842,0000026,001024,000,000,16384
0000000,0002970,0000481,0001716,0044273,0046468,0044955,0001842,001024,000,000,16384
0000000,0000140,0000030,0001007,0005260,0006231,0005280,0000014,001024,001,000,16384
0000000,0002493,0000431,0001532,0028353,0036328,0027692,0001302,001024,001,000,16384
0000000,0000141,0000030,0001017,0021330,0018064,0021911,0000147,001024,002,000,16384
0000000,0003252,0000241,0002524,0039845,0041077,0040637,0002197,001024,002,000,16384
0000000,0000160,0000040,0001005,0005070,0005981,0005120,0000061,001024,003,000,16384
0000000,0002475,0000321,0001913,0027642,0035617,0026600,0001395,001024,003,000,16384
0000000,0000141,0000030,0001023,0025247,0024777,0025699,0000062,001024,000,001,16384
0000000,0002602,0000451,0001914,0046117,0048221,0047029,0001501,001024,000,001,16384
0000000,0000140,0000030,0001020,0008065,0016261,0007665,0000020,001024,001,001,16384
0000000,0002901,0000691,0001757,0030037,0038062,0029505,0001729,001024,001,001,16384
0000000,0000141,0000030,0001020,0017032,0020719,0017714,0000152,001024,002,001,16384
0000000,0002826,0000220,0002489,0038152,0041990,0038863,0001856,001024,002,001,16384
0000000,0000231,0000040,0001015,0007584,0015889,0007073,0000118,001024,003,001,16384
0000000,0002534,0000311,0002227,0029596,0037571,0028613,0001545,001024,003,001,16384
0000000,0000150,0000030,0001023,0025268,0024797,0025748,0000062,001024,000,002,16384
0000000,0002571,0000451,0001889,0046167,0048251,0047118,0001481,001024,000,002,16384
0000000,0000141,0000030,0001020,0008226,0016521,0007825,0000020,001024,001,002,16384
0000000,0002837,0000501,0001760,0030126,0038112,0029556,0001664,001024,001,002,16384
0000000,0000150,0000030,0001020,0016942,0020729,0017634,0000153,001024,002,002,16384
0000000,0002729,0000241,0002444,0037992,0042110,0038523,0001782,001024,002,002,16384
0000000,0000230,0000040,0001014,0007214,0015208,0006723,0000117,001024,003,002,16384
0000000,0002525,0000341,0002195,0029455,0037450,0028514,0001530,001024,003,002,16384
