tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00026267,00026267,010,00079512,00023448,00023448,001024,000,000,00000001,00026267,02,0000030652505152
001,00026299,00026299,010,00124184,00021754,00021754,001024,000,000,00000001,00026299,02,0000030469490738
002,00026258,00026258,010,00071547,00023668,00023668,001024,000,000,00000001,00026258,02,0000030695773530
003,00026271,00026271,010,00093764,00022945,00022945,001024,000,000,00000001,00026271,02,0000030649724205
004,00026205,00026205,010,00105621,00022408,00022408,001024,000,000,00000001,00026205,02,0000001604525348
005,00026269,00026269,010,00092781,00022845,00022845,001024,000,000,00000001,00026269,02,0000030509012986
006,00026330,00026330,010,00108014,00022362,00022362,001024,000,000,00000001,00026330,02,0000030510785988
007,00026258,00026258,010,00081095,00023421,00023421,001024,000,000,00000001,00026258,02,0000030813947105
008,00026281,00026281,010,00090398,00023002,00023002,001024,000,000,00000001,00026281,02,0000030721007295
009,00026258,00026258,010,00074772,00023503,00023503,001024,000,000,00000001,00026258,02,0000030698443840
010,00026259,00026259,010,00084333,00023254,00023254,001024,000,000,00000001,00026259,02,0000030713327816
011,00026325,00026325,010,00098949,00022661,00022661,001024,000,000,00000001,00026325,02,0000030690296177
012,00026284,00026284,010,00108512,00022313,00022313,001024,000,000,00000001,00026284,02,0000030692387199
013,00026377,00026377,010,00088824,00023157,00023157,001024,000,000,00000001,00026377,02,0000030786068843
014,00026358,00026358,010,00095520,00022955,00022955,001024,000,000,00000001,00026358,02,0000030720758894
015,00026310,00026310,010,00094635,00022298,00022298,001024,000,000,00000001,00026310,02,0000030583661404
016,00026284,00026284,010,00061165,00023501,00023501,001024,000,000,00000001,00026284,02,0000030779843935
017,00026351,00026351,010,00070528,00023276,00023276,001024,000,000,00000001,00026351,02,0000030773300673
018,00026351,00026351,010,00074679,00023070,00023070,001024,000,000,00000001,00026351,02,0000030591055452
019,00026386,00026386,010,00064317,00023355,00023355,001024,000,000,00000001,00026386,02,0000030786676536
020,00026315,00026315,010,00073398,00023014,00023014,001024,000,000,00000001,00026315,02,0000030587979506
021,00026393,00026393,010,00067358,00023245,00023245,001024,000,000,00000001,00026393,02,0000030747306729
022,00026323,00026323,010,00063536,00023328,00023328,001024,000,000,00000001,00026323,02,0000030683661250
023,00026336,00026336,010,00079863,00022827,00022827,001024,000,000,00000001,00026336,02,0000030722112225
024,00026330,00026330,010,00070741,00023225,00023225,001024,000,000,00000001,00026330,02,0000030713730609
025,00026293,00026293,010,00077006,00023006,00023006,001024,000,000,00000001,00026293,02,0000030717602384
026,00026338,00026338,010,00065231,00023446,00023446,001024,000,000,00000001,00026338,02,0000030659397090
027,00026366,00026366,010,00056538,00023703,00023703,001024,000,000,00000001,00026366,02,0000030926878908
028,00026314,00026314,010,00083701,00022418,00022418,001024,000,000,00000001,00026314,02,0000030619639557
029,00026304,00026304,010,00072278,00023038,00023038,001024,000,000,00000001,00026304,02,0000030695715468
030,00026346,00026346,010,00062751,00023413,00023413,001024,000,000,00000001,00026346,02,0000030784577106
031,00026281,00026281,010,00100148,00022646,00022646,001024,000,000,00000001,00026281,02,0000030616396269
000,00014233,00014233,010,00068035,00012108,00012108,001024,001,000,00000001,00014233,02,0000030651983459
001,00014203,00014203,010,00052739,00012523,00012523,001024,001,000,00000001,00014203,02,0000030745906460
002,00014281,00014281,010,00070467,00012188,00012188,001024,001,000,00000001,00014281,02,0000030879729720
003,00014235,00014235,010,00071571,00012098,00012098,001024,001,000,00000001,00014235,02,0000030585859930
004,00014214,00014214,010,00063461,00012212,00012212,001024,001,000,00000001,00014214,02,0000030921346547
005,00014245,00014245,010,00079154,00011822,00011822,001024,001,000,00000001,00014245,02,0000030562082934
006,00014214,00014214,010,00061756,00012301,00012301,001024,001,000,00000001,00014214,02,0000030863183635
007,00014200,00014200,010,00057221,00012465,00012465,001024,001,000,00000001,00014200,02,0000030844409276
