lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007514,0000952,0000130,0001006,0005690,0006703,0013676,001024,001,000,0512
0014828,0001013,0000891,0001017,0015208,0013696,0031289,001024,001,000,0512
0006322,0000901,0000130,0001005,0004909,0005680,0011421,001024,002,000,0512
0009448,0001010,0000882,0001016,0006953,0007935,0016661,001024,002,000,0512
0007084,0000942,0000131,0001005,0005330,0006302,0013054,001024,003,000,0512
0012694,0001016,0000892,0001017,0009908,0011051,0021170,001024,003,000,0512
0007604,0001001,0000170,0001006,0005701,0006752,0013816,001024,004,000,0512
0014517,0001013,0001032,0001018,0015359,0013465,0032030,001024,004,000,0512
0009558,0000931,0000130,0001008,0005080,0008796,0015058,001024,001,001,0512
0062869,0001028,0000922,0001112,0042380,0061997,0087516,001024,001,001,0512
0009669,0000921,0000130,0001008,0005090,0008897,0015188,001024,002,001,0512
0062749,0001029,0000911,0001113,0042429,0061947,0087485,001024,002,001,0512
0010880,0001001,0000170,0001009,0006062,0010069,0017644,001024,003,001,0512
0069962,0001038,0001112,0001100,0051296,0069130,0107182,001024,003,001,0512
0010330,0000932,0000130,0001008,0005450,0009558,0016341,001024,004,001,0512
0065342,0001030,0000901,0001102,0043653,0064541,0089609,001024,004,001,0512
0009067,0000932,0000130,0001007,0005080,0008276,0014608,001024,001,002,0512
0061225,0001028,0000931,0001109,0042039,0060324,0086804,001024,001,002,0512
0009078,0000922,0000121,0001007,0005080,0008296,0014618,001024,002,002,0512
0061135,0001028,0000912,0001106,0042180,0060324,0086694,001024,002,002,0512
0010419,0001001,0000170,0001008,0006001,0009608,0017182,001024,003,002,0512
0068910,0001037,0001072,0001090,0050966,0068078,0105258,001024,003,002,0512
0009738,0000962,0000131,0001008,0005410,0008957,0015749,001024,004,002,0512
0063439,0001029,0000932,0001093,0043382,0062648,0089028,001024,004,002,0512
