tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,53184.191406, 15.080568
001,52988.871094, 13.668922
003,52520.941406, 14.782368
005,52955.007812, 11.774079
004,53223.566406, 11.610390
006,52816.515625, 14.604771
007,52493.015625, 14.400170
008,53247.550781, 13.048147
009,52503.148438, 18.547647
010,52953.250000, 11.555415
011,52893.125000, 12.749589
012,52884.625000, 10.243490
013,52903.628906, 11.020617
014,52635.308594, 10.426983
015,52639.562500, 11.622865
016,52792.714844, 11.081802
-----------------------------------------------------------------------------------------------

RUN 1
002,52870.019531, 14.758537
001,53012.695312, 13.417291
003,52184.960938, 14.299071
005,52861.496094, 12.093334
004,53357.863281, 13.265689
006,52633.738281, 15.418704
007,52752.753906, 14.669823
008,53258.507812, 13.861517
009,52544.992188, 18.677242
010,52853.867188, 11.593395
011,52838.242188, 12.539507
012,52825.105469, 10.281214
013,52866.421875, 11.688542
014,52724.656250, 10.363585
015,52720.031250, 12.483296
016,52691.722656, 10.859585
-----------------------------------------------------------------------------------------------

