lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004118,0000360,0000060,0001003,0002845,0003326,0003296,0000000,001024,000,000,0512
0007083,0002764,0000430,0001516,0004127,0005040,0005070,0000000,001024,000,000,0512
0006633,0000361,0000060,0001005,0005380,0006262,0005831,0000000,001024,001,000,0512
0012233,0004783,0000421,0001962,0009879,0011321,0010500,0000000,001024,001,000,0512
0006593,0000381,0000060,0001005,0005220,0005770,0005771,0000000,001024,002,000,0512
0010069,0004638,0000461,0001970,0007183,0008276,0007775,0000000,001024,002,000,0512
0006141,0000481,0000070,0001005,0005039,0005690,0005380,0000000,001024,003,000,0512
0008546,0004501,0000391,0001918,0006583,0007554,0006933,0000000,001024,003,000,0512
0004108,0000351,0000060,0001003,0002835,0003317,0003286,0000000,001024,000,001,0512
0007193,0002733,0000411,0001530,0004208,0005170,0004920,0000000,001024,000,001,0512
0006642,0000361,0000060,0001005,0005370,0006272,0005831,0000000,001024,001,001,0512
0011902,0004729,0000441,0001969,0010069,0011081,0010380,0000000,001024,001,001,0512
0006141,0000481,0000070,0001005,0005030,0005690,0005380,0000000,001024,002,001,0512
0008445,0004529,0000391,0001914,0006633,0007474,0006973,0000000,001024,002,001,0512
0006593,0000381,0000051,0001005,0005220,0005771,0005781,0000000,001024,003,001,0512
0010099,0004649,0000491,0001966,0007224,0008185,0008045,0000000,001024,003,001,0512
0004128,0000351,0000060,0001003,0002846,0003336,0003296,0000000,001024,000,002,0512
0007013,0002716,0000391,0001526,0004217,0005039,0004989,0000000,001024,000,002,0512
0006642,0000360,0000050,0001005,0005370,0006272,0005821,0000000,001024,001,002,0512
0012463,0004757,0000421,0001985,0010079,0011422,0010760,0000000,001024,001,002,0512
0006142,0000481,0000070,0001005,0005029,0005691,0005380,0000000,001024,002,002,0512
0008596,0004516,0000391,0001921,0006703,0007634,0007003,0000000,001024,002,002,0512
0006612,0000391,0000050,0001005,0005230,0005781,0005781,0000000,001024,003,002,0512
0010640,0004654,0000541,0001963,0007835,0008876,0008446,0000000,001024,003,002,0512
